scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,36613.2421875,-1493.1428163139276,-2200.213728499564,-1898.9854227806095,-2454.2890412074244
stress,1,36613.2421875,-2535.658344961671,-3487.880609153158,-3135.901418053324,-3896.4019044414126
normal,10,36613.2421875,-5072.412514937312,-7518.464465423366,-6544.423361896457,-8612.883835125245
stress,10,36613.2421875,-7939.219494651185,-11039.220121870696,-9910.816527586192,-12455.594055382619
