sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2872.7756668676725,-4562.7164876553,-3941.0885344502703,-5208.980997280417
1,7011.T,-2352.2717730831987,-3253.844796228882,-2909.369174765019,-3872.8751588284395
1,8035.T,-1937.5986179124789,-2686.182812606732,-2418.184794754882,-3062.4032389022927
10,4568.T,-7919.788345132448,-11571.889070256395,-10151.778076937771,-13144.053492339724
10,7011.T,-6234.236528644936,-9263.020413706883,-8036.2392810174215,-10685.58506025715
10,8035.T,-5996.451609427772,-9222.747744936929,-7813.356434628166,-10328.271317425031
