scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109892.5,-3158.3866389604505,-4776.062659173518,-4202.937525479831,-5503.860401901393
stress,1,109892.5,-5467.581903344685,-7506.0196957228545,-6755.334973174044,-8547.269982057269
normal,10,109892.5,-9224.730387026244,-13038.994038858153,-11609.009810871687,-15039.733246809594
stress,10,109892.5,-18534.570365589014,-24934.931630766663,-22962.006721504542,-29371.606866852486
