sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3316.0572273914336,-4207.358375600814,-3960.1166027187164,-4827.079230115241
1,7011.T,-2684.650881347655,-3673.96134841017,-3330.2200492897073,-4110.619955034743
1,8035.T,-2247.4385039335925,-3039.2565042633273,-2761.9013715672027,-3449.8532570924594
10,4568.T,-8125.539714554488,-11506.3814547559,-10455.484561517816,-14214.473937249906
10,7011.T,-7304.231478249099,-10946.067327677414,-9346.243660599448,-12031.245871245703
10,8035.T,-6336.464734527945,-10281.062839460514,-8762.620316046614,-12297.288240416709
