scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,30872.904296875,-1563.7632776148077,-2311.0110577428713,-2055.8847132918263,-2527.6799768509663
stress,1,30872.904296875,-1951.2338596848406,-2945.612190418411,-2576.684752762781,-3295.0365083157567
normal,10,30872.904296875,-4305.088641186112,-6230.760722842339,-5508.70499237675,-6981.202284988899
stress,10,30872.904296875,-6184.031352434104,-9164.171921418905,-8018.865245120064,-10642.07881302085
