scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,37842.60546875,-1898.3749986413509,-2649.6954808746614,-2327.6480099236583,-2891.2450359510576
stress,1,37842.60546875,-2581.2733433525013,-3559.6145193704388,-3168.499504189801,-3970.4622380822634
normal,10,37842.60546875,-5114.131679335513,-7466.884575932488,-6677.187200082218,-8529.737813533815
stress,10,37842.60546875,-7940.13966274571,-10903.871246755623,-10000.784387782356,-13452.774660541272
