scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,107648.541015625,-3638.397746556411,-5197.272575206879,-4566.298967035025,-5549.546127363477
stress,1,107648.541015625,-5789.500376672929,-7443.728649454506,-6820.086065630114,-8077.448612934827
normal,10,107648.541015625,-9950.723311578631,-15690.793791054879,-13217.506463362042,-17719.169460411576
stress,10,107648.541015625,-17969.869816521343,-25198.56834449802,-22189.392902420317,-27849.64404984609
