sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3233.1659922559465,-4425.164419786683,-4024.2293792121054,-4970.806154031398
1,7011.T,-2605.586851000828,-3650.5546799137614,-3247.077105623873,-3897.6785393106047
1,8035.T,-2329.7308129820676,-3234.3740143576133,-2895.0628293052105,-3454.7943503217393
10,4568.T,-8274.742093106135,-14047.492361128398,-11800.632941890988,-15895.338163096909
10,7011.T,-6969.703289450972,-9992.340750227488,-9020.680323375827,-11904.17412982893
10,8035.T,-6403.466933384827,-9974.04387446479,-8469.057338710954,-11047.482395806383
