scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,37029.640625,-2084.6767629868673,-3217.2986370819276,-2755.481146630902,-3640.9038077131154
stress,1,37029.640625,-2377.400221370305,-3653.5205804337315,-3162.136639980294,-4117.108162865943
normal,10,37029.640625,-5186.960619034037,-7828.845650706783,-6691.91905962583,-8693.730497387649
stress,10,37029.640625,-7743.793205391687,-10922.470539397053,-9873.792989843974,-13319.379514554612
