scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,111255.77954101562,-3646.183256930969,-5308.336118028313,-4626.341232159999,-6226.606112891222
stress,1,111255.77954101562,-6054.7082544764635,-8511.488130896907,-7414.724243260455,-9363.509099939396
normal,10,111255.77954101562,-9093.747898145884,-13931.55288178329,-12003.990980014523,-15789.080665746587
stress,10,111255.77954101562,-18444.08303693027,-25314.33805221865,-22350.5239591745,-27260.64208021174
