sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3290.9602225214094,-4801.972253527249,-4177.667920562529,-5540.630891290712
1,7011.T,-2280.8489691215686,-3271.6128821063285,-2911.788627956587,-3621.0210991043923
1,8035.T,-2273.423602713169,-3404.8548176218383,-3006.5263665526795,-4312.280744253866
10,4568.T,-7755.389244651863,-12171.478606490096,-10588.101886970804,-13825.632160392934
10,7011.T,-6583.385981028787,-9091.095377678523,-8301.327317269504,-11075.673926509027
10,8035.T,-5994.717448393869,-8345.546071725159,-7429.8321471588115,-9520.189885178206
