scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,113480.6328125,-3238.9911546031885,-5023.319469674587,-4274.907625685484,-5441.50769418252
stress,1,113480.6328125,-5643.312284018122,-8194.882717234283,-7271.687161810265,-9317.183304204837
normal,10,113480.6328125,-9295.20609979585,-13838.18558134716,-12293.02843582557,-16504.514257683855
stress,10,113480.6328125,-17376.608106182815,-24806.33892447209,-21526.027620381745,-27714.229482955434
