scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106415.5,-3181.6345189558397,-4893.72989821063,-4040.9295159797,-5291.572129474714
stress,1,106415.5,-5198.908533988568,-7378.849165500989,-6394.655814691751,-8107.734424141015
normal,10,106415.5,-8612.41141152,-12989.06642272211,-11190.767639439056,-14313.950127085238
stress,10,106415.5,-17519.60923520736,-23407.188770927576,-21380.832185941515,-26717.408591248815
