scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,108989.25927734375,-3554.5181749161834,-5517.889792577919,-4611.904682317719,-6149.981748994871
stress,1,108989.25927734375,-5524.657023589103,-8022.768431141355,-7154.692386858443,-9442.848208446205
normal,10,108989.25927734375,-8680.109496551211,-12499.242017656186,-11019.252441012417,-13581.235570598623
stress,10,108989.25927734375,-18100.623837465337,-23600.879693733914,-21921.050656764757,-27897.845013110105
