sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2976.2946440240344,-4429.438265296873,-3966.36150734323,-5378.652564223156
1,7011.T,-2749.0023960153476,-3735.695547206996,-3410.8590906375557,-4360.248205919507
1,8035.T,-2147.7362162588356,-3411.4717042048906,-2855.654793948816,-3862.6128336181246
10,4568.T,-7397.901356004099,-11105.342811350152,-9669.576371745641,-12103.900236686004
10,7011.T,-6335.943132520135,-9506.01981522073,-8337.555153062003,-10526.398911164251
10,8035.T,-5486.981383825432,-9115.482394047092,-7310.761646572795,-9982.815260851932
