scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32835.921875,-1567.3936591749482,-2118.869716912702,-1905.035179506074,-2331.1811591401174
stress,1,32835.921875,-2222.4265910953354,-3284.6141073390754,-2872.919248247168,-3629.282751853402
normal,10,32835.921875,-4382.77026226676,-6450.875420105402,-5617.523141994793,-7188.36069884748
stress,10,32835.921875,-6524.313734581494,-9544.288151456027,-8400.493260745545,-11308.84198470242
