scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109627.76440429688,-3418.9452754190693,-5234.905672219998,-4600.6656814869275,-6239.690947768855
stress,1,109627.76440429688,-5598.1162818415905,-7826.263284656185,-6953.407126976119,-8729.375859565484
normal,10,109627.76440429688,-8763.744985375988,-12895.75460280733,-11616.52821823362,-15614.355295583966
stress,10,109627.76440429688,-18013.464704852675,-25858.626724213213,-22609.17721966546,-31087.282814164435
