sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3919.0344881875944,-5467.130861464655,-4862.405240494649,-6170.147107424088
1,7011.T,-3046.5455472292265,-4136.4381337570485,-3776.8727177938167,-4631.536284678272
1,8035.T,-2450.73250210809,-3655.6980329394573,-3186.4827128062607,-4239.514633577439
10,4568.T,-9922.721859625497,-14826.37763558335,-12937.195646384434,-16504.963829642948
10,7011.T,-8222.736146594296,-11661.076876378322,-10436.548313530431,-13149.520235507394
10,8035.T,-7344.12965348375,-11597.898472016514,-9488.681892355899,-12338.550134966614
