ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,3344.877197265625,30103.894775390625,0.2633073823527317
7011.T,Mitsubishi Heavy Industries,9,4697.6513671875,42278.8623046875,0.3697972187771307
8035.T,Tokyo Electron,1,41947.09765625,41947.09765625,0.3668953988701376
