scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,114329.85473632812,-4339.508915081203,-6056.667865331988,-5379.815724404196,-6978.100681947695
stress,1,114329.85473632812,-5872.579626571206,-8078.784264496626,-7311.1514054069785,-9152.8597775958
normal,10,114329.85473632812,-11265.591743042796,-18184.120512388246,-14594.066687701417,-19057.112198979918
stress,10,114329.85473632812,-17719.229974806854,-25324.89910865197,-22985.896151584493,-32118.405759697875
