scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109367.22509765625,-3262.510538117879,-4392.09956957444,-4013.626763941826,-5218.443837969591
stress,1,109367.22509765625,-5960.722200629697,-7695.510959610813,-6982.829607949142,-8574.217131959116
normal,10,109367.22509765625,-8910.612702659368,-14475.23719803096,-12215.52503822972,-16325.423512555615
stress,10,109367.22509765625,-17084.324797981415,-23568.713742413012,-22042.47968574522,-32076.006924984114
