sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2737.3088824590777,-3726.7596416671095,-3406.9330011960196,-4413.1709900114365
1,7011.T,-2069.7139253462965,-2930.528717481452,-2578.307618840681,-3232.636104861231
1,8035.T,-1871.2227048532477,-2886.3369969958935,-2441.180070071722,-3382.956593610317
10,4568.T,-6725.380170310528,-9851.612056200987,-8822.808465592178,-11731.688683252873
10,7011.T,-5535.18846730875,-8273.931374965689,-7236.182052249887,-9676.668074173696
10,8035.T,-5682.552707680616,-8284.354312728836,-7378.979908818392,-9321.887900872716
