sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2933.777320528327,-3915.5037146159057,-3623.9137259490526,-4475.114235498336
1,7011.T,-2038.354129511821,-2989.008319690111,-2576.7105534814386,-3386.427734785883
1,8035.T,-2214.201252052217,-3045.6908881405348,-2725.564550199747,-3429.292989237461
10,4568.T,-6551.533729443914,-10400.791457529042,-8787.589881937898,-11778.11515075228
10,7011.T,-5952.9833112192,-8766.627433064054,-7775.149704984638,-10195.528568220285
10,8035.T,-5496.473968567164,-8003.4925100855025,-7054.931198007598,-9078.623966864547
