scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106057.0,-2994.620176997061,-4209.369391291901,-3715.3143292871077,-4798.96091927872
stress,1,106057.0,-5209.3911928280795,-7357.620740653909,-6488.916388928702,-8325.061126341872
normal,10,106057.0,-7543.901059041604,-11167.114299927398,-9665.549303711783,-12739.513406545932
stress,10,106057.0,-16756.40560151621,-22885.0105807443,-20239.53543877492,-24054.31012017335
