scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32498.837890625,-1471.5397699769999,-2291.0333483469067,-1956.113639879697,-2442.839441594429
stress,1,32498.837890625,-2158.383403351382,-3001.5757148286602,-2705.524388455881,-3298.578454676849
normal,10,32498.837890625,-4638.194695111426,-6510.393277875738,-5817.359012249856,-7468.159735007199
stress,10,32498.837890625,-6669.8772350443005,-9545.756219899644,-8557.51560076326,-11675.361978569723
