scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,111078.85864257812,-3246.3221974191747,-4559.467069365126,-4109.530586738048,-5309.010921273866
stress,1,111078.85864257812,-5857.274418411113,-7488.136079515985,-7018.172012801949,-8578.772440076564
normal,10,111078.85864257812,-9423.300836019656,-14301.408318065833,-12362.013487618082,-16408.47541829963
stress,10,111078.85864257812,-18718.660049877097,-25577.217717580443,-22940.873432369823,-28830.03903862702
