sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3031.706370133318,-4214.686634437297,-3780.2823201364085,-4847.510719250267
1,7011.T,-2166.226293393021,-3232.15964050398,-2774.563895565071,-3686.052424891458
1,8035.T,-2223.033447045546,-2872.455539603133,-2657.9173407456065,-3217.2182400957304
10,4568.T,-7680.114062336114,-12261.306555681269,-10607.448036609298,-14723.951783386194
10,7011.T,-6761.789553871093,-10339.285925134154,-8752.528246502688,-11232.47767574118
10,8035.T,-5945.310278738886,-9808.126308061705,-8170.324854394989,-11008.411992835518
