scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,37584.8359375,-1892.6087283030479,-2659.7105612192313,-2399.7430797988727,-3087.8518706064074
stress,1,37584.8359375,-2519.044094854215,-3587.3181057655884,-3185.065112893723,-4321.161349411491
normal,10,37584.8359375,-4840.900142365842,-6973.450741436797,-6258.126223937888,-8510.549628593522
stress,10,37584.8359375,-8457.481805862964,-11130.591921006608,-10090.527679908238,-12457.075066244051
