scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,31229.81640625,-1391.9609777249927,-1878.5329760068882,-1732.0698304683704,-2257.7522642621243
stress,1,31229.81640625,-2096.3785047779684,-2795.9686069900094,-2571.8107983004047,-3336.7601594806315
normal,10,31229.81640625,-4452.430680700175,-6416.59228033097,-5630.17840254012,-7275.0888738239155
stress,10,31229.81640625,-7145.508755355706,-9770.232166818572,-8844.392492115554,-11362.44925928296
