sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2820.789975537696,-3944.8380900334087,-3555.115245373732,-4663.385391536717
1,7011.T,-2367.056339046181,-3574.2011541974484,-3055.1619657108613,-3954.9142397390447
1,8035.T,-2226.0775966707233,-3278.2382007260426,-2840.108698733018,-3864.3022746706497
10,4568.T,-6066.15692033171,-9205.840661751366,-8419.22195987241,-11498.525317766615
10,7011.T,-5754.478822766521,-8342.658578943781,-7183.992640150666,-9065.92093326675
10,8035.T,-5873.306822714405,-9072.076698046983,-7645.615881386675,-9812.39879656291
