scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32885.4921875,-1622.585159767329,-2199.5849151479983,-2033.2488288025615,-2559.4719500786973
stress,1,32885.4921875,-2206.912096285433,-3097.4007520842324,-2773.286636011053,-3678.514401104556
normal,10,32885.4921875,-4900.46675658412,-6749.683289622008,-6150.694583713729,-8215.531425000676
stress,10,32885.4921875,-7291.960095804218,-9386.9799459885,-8783.399308021693,-11089.744460500102
