sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2895.389144747853,-4362.302895723308,-3761.0847145533717,-4743.327368735473
1,7011.T,-2325.573820093727,-3252.1927777611663,-2887.1007051040524,-3588.0043088408843
1,8035.T,-1970.5471619276884,-2734.258996540435,-2486.841191110019,-3288.825432144348
10,4568.T,-7545.073319794475,-11236.823188628368,-9772.661051610696,-12774.387373943338
10,7011.T,-6573.352742148845,-8644.96774118176,-7857.868120156629,-9756.002754853209
10,8035.T,-5376.466340990399,-8506.827915589023,-7338.311801950597,-9770.72179163299
