scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109403.69970703125,-3159.693037849772,-4917.362506186713,-4193.613300860713,-5267.78835035848
stress,1,109403.69970703125,-5505.015246550844,-7430.826537547241,-6780.117747715212,-8562.120598778394
normal,10,109403.69970703125,-8766.589367876872,-12317.718019206852,-11019.406128189792,-13641.824230062499
stress,10,109403.69970703125,-18135.02135999117,-24597.86228259914,-22111.618668992443,-27283.304036214726
