scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,116008.22534179688,-3553.8131333773995,-4836.299302867726,-4434.354759986982,-5800.9119784096165
stress,1,116008.22534179688,-6032.632328854891,-8932.835628351757,-7712.985775209815,-9570.13590910352
normal,10,116008.22534179688,-9456.105515211435,-13573.321553363463,-12046.112900947839,-16479.658961074154
stress,10,116008.22534179688,-18594.93881393179,-27304.488589032986,-23054.54948001385,-30175.309774104935
