sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2763.1090964344844,-4051.5025868153184,-3648.87712247455,-4637.835065652796
1,7011.T,-2185.250847873291,-3072.252616912164,-2752.3618935957957,-3511.315115516855
1,8035.T,-1903.6747210918968,-2668.5367518676608,-2407.826260105641,-3196.741313190155
10,4568.T,-7945.831580944916,-12066.5322564123,-10460.689284682849,-14303.959440133458
10,7011.T,-6794.401725022198,-10194.749349740387,-8839.984778890903,-11364.472013650473
10,8035.T,-5948.919164208937,-8413.190918294767,-7753.432806066549,-10307.572444598884
