scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109642.62182617188,-3143.4893355393665,-4439.390713473991,-3951.3689747112526,-5017.469861331936
stress,1,109642.62182617188,-5301.900463544455,-7036.222761974164,-6229.337692339312,-7608.332165340343
normal,10,109642.62182617188,-9237.19971502855,-12850.962640898988,-11716.723523249959,-15641.325221864998
stress,10,109642.62182617188,-18048.876887485203,-24035.079199643445,-21699.639178509962,-27146.683703564475
