ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,2864.359375,25779.234375,0.23805849310114544
7011.T,Mitsubishi Heavy Industries,9,4835.28955078125,43517.60595703125,0.40186359093530255
8035.T,Tokyo Electron,1,38992.65625,38992.65625,0.360077915963552
