sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2864.3967794940886,-4399.609666097581,-3769.0032470723654,-4870.185634765942
1,7011.T,-2299.0337000170844,-3241.770212696928,-2888.4708855364706,-3789.419782953628
1,8035.T,-2228.9117925261667,-3315.5599750943743,-2976.935590660368,-3874.6019168373014
10,4568.T,-6942.6434037193585,-10945.91568100577,-9524.634283687643,-13146.461874179313
10,7011.T,-6343.454246603738,-8638.691267818987,-7808.635969601101,-10189.820595979518
10,8035.T,-5720.63609305718,-8788.808896668652,-7534.716597712236,-10082.60309870648
