scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,34025.62890625,-1456.1602812209694,-1862.2098340517668,-1746.036412214149,-2167.874042229373
stress,1,34025.62890625,-2435.0429187346945,-3310.40550219273,-2971.306621577325,-3732.306715518321
normal,10,34025.62890625,-4682.963823423327,-6561.538434723572,-5786.766605154819,-7830.872917303585
stress,10,34025.62890625,-7642.375024598725,-11290.162096737413,-10227.385398713119,-13789.14475672061
