scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32320.3828125,-1489.908034598096,-1974.4792873344022,-1803.6988594750064,-2264.1082391303307
stress,1,32320.3828125,-2186.2015463478574,-2850.573298087374,-2640.342924691468,-3197.621477177936
normal,10,32320.3828125,-4225.888494202591,-6448.605350338734,-5636.622953749935,-7580.063787241142
stress,10,32320.3828125,-6539.101434106691,-10168.18872706758,-8579.77595673962,-12058.32375247924
