scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,100131.0,-3046.784968922002,-3995.602671055408,-3769.560960251647,-4693.827315673154
stress,1,100131.0,-5239.91203437113,-6945.965324875787,-6373.014381448872,-8302.707473125953
normal,10,100131.0,-7744.563585752802,-10975.213629582815,-9631.026164706445,-12571.233720213017
stress,10,100131.0,-16845.00892206044,-23501.011121304782,-21197.50601724333,-27488.16828483966
