sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2766.00091203721,-3917.6515423969854,-3455.856414264442,-4442.995397229174
1,7011.T,-2197.7346660566322,-3125.3372622178595,-2723.274256434634,-3484.8437637845186
1,8035.T,-1903.8243356791302,-2732.4376149526142,-2440.5247206883887,-3348.006580787815
10,4568.T,-6225.383438255078,-8696.074627095419,-8020.967107656264,-10930.373638408157
10,7011.T,-5879.309659121579,-8273.048558792041,-7385.391900061886,-9512.96813035523
10,8035.T,-5415.920101681439,-7772.170316065661,-6795.634228744778,-8503.31602626657
