scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,108857.4384765625,-3122.1815374834273,-4593.189288340752,-4055.8971112394815,-5479.442920358577
stress,1,108857.4384765625,-5274.818769503365,-7403.065290826853,-6625.786152691612,-8184.049583716756
normal,10,108857.4384765625,-9307.66036457483,-13787.77527695548,-12388.747745181434,-17243.989845586777
stress,10,108857.4384765625,-18881.43462017662,-24828.92714842263,-23034.009812728098,-30911.661798445548
