sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3063.6838695815272,-3965.4378597592176,-3663.0353201854828,-4806.699887907074
1,7011.T,-2378.295489688261,-3380.3251113268416,-3036.811148853962,-4127.604759002794
1,8035.T,-1989.702097133229,-2795.67612940834,-2512.4390483934044,-3231.804490029486
10,4568.T,-7969.656862734949,-11745.41528121301,-10505.379703328153,-15392.869758728455
10,7011.T,-6850.994450614812,-10071.020656249588,-8892.241421621831,-12092.123739524617
10,8035.T,-6309.44867927013,-9970.61589413717,-8560.35485935094,-11413.855047243156
