scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,33301.890625,-1470.3001202452137,-2212.070107228406,-1939.8942815985286,-2569.766949037933
stress,1,33301.890625,-2302.9424312778588,-3305.796601303424,-2849.176883504167,-3686.278351847649
normal,10,33301.890625,-4487.212899345055,-6368.86711474347,-5545.372561290537,-7441.483756652659
stress,10,33301.890625,-6972.129096973243,-9623.026894145922,-8808.50865437882,-11038.230758961647
