sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2929.8307429756205,-4166.072259036928,-3710.4303305880153,-4733.924696868481
1,7011.T,-2336.4005091853387,-3229.4162262882282,-2831.114400815741,-3595.6248638641396
1,8035.T,-2115.1333135761743,-2725.792482480124,-2602.5778411517135,-3331.485680684195
10,4568.T,-7538.064987498479,-11837.466154421354,-9911.106305303807,-13631.785767085777
10,7011.T,-6106.35241357458,-9948.390590517576,-8251.700068051263,-10817.825291602052
10,8035.T,-6068.098189686567,-8419.034677437969,-7573.664650588929,-9238.060969859309
