sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2587.3818425590234,-3763.8987459780606,-3428.506817438397,-4412.17320072616
1,7011.T,-2012.0630816678315,-3009.7065412937113,-2654.349684117745,-3563.676846217461
1,8035.T,-2054.5671668329974,-2823.0579096520864,-2534.2280567071375,-3159.5825737190435
10,4568.T,-6428.456337604752,-10808.156040286047,-8961.559473520832,-12672.08551201321
10,7011.T,-5554.941315325092,-8203.951442691126,-7249.19547060893,-9637.583356732379
10,8035.T,-5089.301397197465,-7488.902353616569,-6686.294001520538,-8720.280375591481
